,source_text,target_text
16012,"paraphrase: Embora ele tenha se desculpado, eu ainda estou furioso.","Embora ele se tenha desculpado, ainda estou furioso."
16013,"paraphrase: Embora ele tenha pedido desculpa, ainda estou furioso.","Embora ele se tenha desculpado, ainda estou furioso."
16014,paraphrase: Eu não vou te perguntar mais nada hoje.,Não perguntarei mais nada ao senhor hoje.
16015,paraphrase: Não vou perguntar mais nada hoje.,Não perguntarei mais nada ao senhor hoje.
16016,paraphrase: Não vou perguntar-te mais nada hoje.,Não perguntarei mais nada à senhora hoje.
16017,paraphrase: Não te perguntarei mais nada hoje.,Não vou perguntar-vos mais nada hoje.
16018,paraphrase: Não vou perguntar-lhe mais nada hoje.,Não perguntarei mais nada a vocês hoje.
16019,paraphrase: Meu computador tem que me ser útil para algo.,Meu computador tem que ser útil para alguma coisa.
16020,paraphrase: Exceto que aqui não é tão simples assim.,"Exceto por este aqui, isto não é assim tão simples."
16021,paraphrase: Eu preciso te fazer uma pergunta tola.,Preciso fazer à senhora uma pergunta ingênua.
16022,paraphrase: Tenho uma pergunta estúpida.,Preciso fazer à senhora uma pergunta ingênua.
16023,paraphrase: Preciso fazer-vos uma pergunta absurda.,Eu preciso fazer ao senhor uma pergunta simplória.
16024,"paraphrase: Não é tão surpresa assim, não é?","Não é nenhuma grande surpresa, não é?"
16025,paraphrase: Adivinhe você mesmo!,Adivinha tu mesma!
16026,paraphrase: Adivinhe você mesma!,Adivinha tu mesmo!
16027,paraphrase: Isto é um terrível erro.,Este é um erro terrível.
16028,paraphrase: Tom é um homem jovem e robusto.,Tom é um jovem musculoso.
16029,"paraphrase: Antes de se dar conta, você estará nos jornais.","Antes que a senhora perceba, já estará nos jornais."
16030,"paraphrase: Quando você se der conta, já estará nos jornais.","Antes que a senhora perceba, já estará nos jornais."
16031,"paraphrase: Antes que possas perceber, estarás nos jornais.","Quando o senhor perceber, já estará nos jornais."
16032,"paraphrase: Você pode provavelmente adivinhar o que acontece, porém.",Embora provavelmente você possa adivinhar o que está acontecendo.
16033,"paraphrase: É inevitável que eu vá para a França um dia, eu só não sei quando.","É inevitável que eu vá à França algum dia, só que não sei quando."
16034,paraphrase: Eu não sou muito de viajar.,Eu não gosto de viajar tanto assim.
16035,paraphrase: Por que você se desculpa por algo que você não fez?,Por que vocês se desculpam de algo que não fizeram?
16036,paraphrase: Por que pedir desculpas por algo que você nem fez?,Por que vocês se desculpam de algo que não fizeram?
16037,paraphrase: Por que você se desculpa de algo que não fez?,Por que vos desculpais de algo que não fizestes?
16038,paraphrase: Por que te desculpas de algo que não fizeste?,Por que tu estás a desculpar-te de algo que não fizeste?
16039,paraphrase: Todos falam bem dele.,Todo mundo fala bem dele.
16040,"paraphrase: Garçom, por favor traga-me outro copo de cerveja.","Outro copo de cerveja, por favor."
16041,"paraphrase: Suas queixas, senhor, nunca têm fim.",As reclamações dela nunca cessam.
16042,"paraphrase: Suas queixas, senhora, são intermináveis.",As reclamações dela nunca cessam.
16043,"paraphrase: Suas reclamações, senhores, nunca têm fim.","Suas reclamações, senhoras, são intermináveis."
16044,paraphrase: Você realmente precisa perguntar pra saber a resposta?,Você realmente precisa fazer a pergunta para saber a resposta?
16045,paraphrase: Tom é um pouco maior que você.,Tom é um pouco mais alto do que você.
16046,paraphrase: Chame o Tom e diga para ele vir aqui.,Telefone para Tom e lhe diga que venha até aqui.
16047,paraphrase: Tom está procurando um apartamento maior.,Tom está a buscar um apartamento maior.
16048,paraphrase: Eu sou tão burro... estou tentando te explicar coisas que eu mesmo não entendo.,Sou tão bobo... estou tentando explicar a você coisas que nem eu entendo.
16049,paraphrase: Eu levaria tempo demais para lhe explicar porque não vai funcionar.,Eu levaria muito tempo para te explicar porquê isso não vai funcionar.
16050,paraphrase: Você nunca tem tempo para as coisas importantes.,As senhoras jamais têm tempo para coisas importantes!
16051,paraphrase: Tu nunca tens tempo para as coisas importantes!,As senhoras jamais têm tempo para coisas importantes!
16052,paraphrase: Eu suponho que por trás de tudo que temos que fazer há algo que queremos fazer...,"Eu imagino que por trás de cada coisa que temos que fazer, existe algo que queremos fazer."
16053,paraphrase: Sua energia parece inesgotável.,Tua energia parece inexaurível.
16054,paraphrase: Aqui nos entediamos sem você!,Nós aqui aborrecemo-nos sem ti!
16055,paraphrase: Você já sabe o que fazer.,Vocês já sabem o que fazer.
16056,paraphrase: Tu já sabes o que fazer.,Vocês já sabem o que fazer.
16057,paraphrase: Ele está longe de ser um cavalheiro.,Ele não é necessariamente um cavalheiro.
16058,paraphrase: E o mais importante: não minta.,"E, acima de tudo, não minta."
16059,paraphrase: Eu estava surpreso e fiquei triste.,Eu estava surpresa e fiquei triste.
16060,paraphrase: Algum dia eu vou correr como o vento.,"Um dia, eu correrei como o vento."
16061,paraphrase: A comunicação deles pode ser muito mais complicada do que nós pensamos.,Sua comunicação pode ser muito mais complexa do que pensávamos.
16062,paraphrase: É bastante óbvio que ela o ama.,É bastante óbvio que ele a ama.
16063,"paraphrase: Para ser honesto, estou com medo de altura. ""Você é um covarde!""","Vou ser franco. Eu tenho medo de altura. ""Covarde!"""
16064,"paraphrase: ''Para ser honesto, eu tenho medo de altura.'' ''Covarde!''","Vou ser franco. Eu tenho medo de altura. ""Covarde!"""
16065,paraphrase: Hmm... Como as coisas estão indo?,Hum... como isto funciona?
16066,"paraphrase: Não nos encontramos antes?, perguntou o estudante.",Já não nos conhecemos de algum lugar? perguntou o estudante.
16067,paraphrase: ''Nós não nos encontramos em algum lugar antes?'' Pediu o estudante.,Já não nos conhecemos de algum lugar? perguntou o estudante.
16068,paraphrase: Tom não é um mentiroso.,Tom não é mentiroso.
16069,paraphrase: A aula só começa às oito e meia.,A aula começa a partir das oito e meia.
16070,paraphrase: A aula não começa até as oito e meia.,A aula começa a partir das oito e meia.
16071,paraphrase: A felicidade que nos espera pode não ser aquela que gostaríamos.,Pode ser que a felicidade que nos aguarda não seja nada do tipo da felicidade que queremos.
16072,"paraphrase: Ela gosta de música. ""Eu também.""",Ele gosta de música. Eu também gosto.
16073,paraphrase: Ele tem 100 anos.,Ele tem 100 anos de idade.
16074,paraphrase: O que acontecerá amanhã?,Que é que vai acontecer amanhã?
16075,paraphrase: Você acha que é minha culpa?,Vocês pensam que a culpa é minha?
16076,paraphrase: Você acha que a culpa foi minha?,Vocês pensam que a culpa é minha?
16077,paraphrase: Saiu da pizzaria com a boca suja de molho.,Ele deixou a pizzaria com a boca lambuzada de molho.
16078,paraphrase: Não é fácil falar de forma natural no rádio.,Não é fácil falar com naturalidade no rádio.
16079,paraphrase: Tom é mais jovem que sua filha.,Tom é mais novo do que a sua filha.
16080,"paraphrase: Quando você estiver ficando parecido com a sua foto do seu passaporte, está na hora de tirar uma folga.","Quando a gente começa a se parecer com a foto do passaporte, deve sair de férias."
16081,paraphrase: Não é de maneira alguma raro viver mais de noventa anos.,Viver mais de noventa anos não é nem um pouco raro.
16082,"paraphrase: Por que você não vem? ""Porque eu não quero.""","Por que vocês não vêm? ""Porque nós não queremos."""
16083,paraphrase: Dez anos é um tempo bem longo para se esperar.,Dez anos é um longo tempo para quem espera.
16084,"paraphrase: Me desculpe, eu não posso ficar por muito tempo.","Sinto muito, não posso ficar muito tempo."
16085,paraphrase: Tom pintou o seu quarto de branco.,Tom pintou o quarto dele de branco.
16086,paraphrase: São todos do mesmo tipo?,São todos iguais?
16087,"paraphrase: Com fúria o vento norte açoita as ondas, arremessando uma após outra contra a rochosa costa.","Com fúria o vento norte, onda após onda, fustiga a costa rochosa."
16088,paraphrase: Vocês dois estão ocupados agora?,Vocês duas estão ocupadas agora?
16089,paraphrase: Você adorava vir aqui.,Você costumava gostar de vir aqui.
16090,paraphrase: Com tanta gente em volta ele ficou naturalmente um pouco nervoso.,"Com tanta gente ao redor, é claro que ele ficou um pouco nervoso."
16091,paraphrase: Lave antes de vestir pela primeira vez.,Lavar antes de usar pela primeira vez.
16092,paraphrase: As deixaram sem palavras.,Deixaram eles sem saber o que dizer.
16093,paraphrase: É uma pena quando alguém morre.,É uma pena quando morre alguém.
16094,paraphrase: Keiko se orgulha de sua família.,Keiko é orgulhosa de sua família.
16095,"paraphrase: Vendo como não está surpreso, acho que você já deveria estar sabendo.","Vendo que não ficastes surpresos, deduzo que deveis ter sabido."
16096,"paraphrase: Vendo que não está surpreso, acho que você deve ter sabido.","Vendo que não ficastes surpresos, deduzo que deveis ter sabido."
16097,"paraphrase: Vendo que não estás surpresa, penso que deves ter sabido.","Vendo que não ficaram surpresos, acredito que devam ter sabido."
16098,"paraphrase: Pobre não é aquele que tem muito pouco, é aquele que quer ter demais.","Pobre não é quem tem pouco, mas quem deseja ter mais."
16099,paraphrase: Alguns animais tem atividades noturnas.,Certos animais são noturnos.
16100,paraphrase: Alguns animais são ativos à noite.,Certos animais são noturnos.
16101,"paraphrase: Oh, me desculpe.","Oh, desculpe-me!"
16102,"paraphrase: Oh, sinto muito.","Oh, desculpe-me!"
16103,"paraphrase: Opa, desculpe.","Oh, eu sinto muito."
16104,paraphrase: Não abra antes do trem parar.,Não abram os portões até que o trem pare.
16105,paraphrase: Dizem que Hamlet é a peça mais bem escrita de todas.,"Diz-se que ""Hamlet"" é a obra mais interessante que já foi escrita."
16106,paraphrase: Tom é o melhor tenista que eu conheço.,Tom é o melhor jogador de tênis que eu conheço.
16107,paraphrase: Tom está procurando a chave do carro dele.,Tom está procurando a chave de seu carro.
16108,"paraphrase: Perdão, permita-me indicar três erros no artigo de cima.","Desculpe-me, permita-me apontar três erros na artigo supramencionado."
16109,paraphrase: Desculpe-me. Gostaria de apontar três erros no artigo acima.,"Perdão, deixe-me indicar três erros no artigo supracitado."
16110,paraphrase: O rio Ganges é considerado sagrado para os hindus.,O Ganges é um rio que os hindus consideram sagrado.
16111,paraphrase: Me é impossível explicar isso para você.,Sou incapaz de explicar isso a você.
16112,paraphrase: É impossível para mim explicar isso para você.,Sou incapaz de explicar isso a você.
16113,paraphrase: Você tem uma camisinha?,Você tem preservativo?
16114,paraphrase: Você tem um preservativo?,Você tem preservativo?
16115,paraphrase: Me informe se eu preciso fazer alguma mudança.,Me avise caso haja alterações para serem feitas.
16116,paraphrase: Viver sem amor não faz sentido.,Uma vida sem amor não significa absolutamente nada.
16117,paraphrase: Uma vida sem amor não tem nenhum sentido.,Uma vida sem amor não significa absolutamente nada.
16118,paraphrase: A vida sem amor é sem sentido.,A vida sem amor não tem significado.
16119,paraphrase: Ele não podia deixar de saber.,Ele não podia desconhecer.
16120,paraphrase: Ele não podia ignorar.,Ele não podia desconhecer.
16121,paraphrase: Posso falar com a Sra. Brown?,Posso falar com o senhor Brown?
16122,paraphrase: Já são 11 horas.,Já são onze horas.
16123,"paraphrase: Para ser perfeita, só lhe faltava um defeito.","Para ser perfeita, ela só precisava ter um defeito."
16124,paraphrase: Me mostra tudo.,Mostre-me tudo.
16125,"paraphrase: Ser surpreendido, se perguntar, é começar a entender.","Surpreender-se, perguntar-se, é começar a entender."
16126,paraphrase: Tudo que já foi inventado é verdadeiro.,Tudo que é inventado é verdadeiro.
16127,paraphrase: Fiquei em casa porque estava doente.,Eu fiquei em casa porque eu estava doente.
16128,paraphrase: Ele tem tido ultimamente um grande progresso em inglês.,Recentemente ele tem feito um ótimo progresso em inglês.
16129,paraphrase: O custo de vida aumentou dramaticamente.,O custo de vida subiu drasticamente.
16130,paraphrase: Eu compartilho este quarto com minha irmã.,Eu divido o quarto com a minha irmã.
16131,"paraphrase: Essa é minha amiga Rachel, nós fomos juntos ao colégio.","Esta é minha amiga Rachel, nós estamos estudando na mesma escola."
16132,paraphrase: Essa é a minha amiga Rachel. Fizemos o ensino médio juntos.,"Esta é minha amiga Rachel, nós estamos estudando na mesma escola."
16133,paraphrase: Balancei a cabeça.,Eu balancei a cabeça.
16134,paraphrase: Eu sacudi a cabeça.,Eu balancei a cabeça.
16135,paraphrase: O que você quer dizer com você não sabe?,Que tem em mira a senhora ao dizer que não sabe?
16136,paraphrase: Não? Você não sabe?!,Que tem em mira a senhora ao dizer que não sabe?
16137,paraphrase: Como é que você não sabe disso?,Que pretende o senhor dizendo que não sabe?
16138,paraphrase: Como você pode não saber?,Que tens em mira dizendo que não sabes?
16139,paraphrase: Como você pode ignorar?,Que é que você pretende dizendo que não sabe?
16140,paraphrase: As obras-de-arte são apenas tentativas bem-sucedidas.,Obras primas são nada mais do que tentativas bem sucedidas.
16141,paraphrase: O nosso professor parecia surpreso.,A nossa professora parecia surpresa.
16142,paraphrase: Eu não sei porque ele não está aqui hoje.,Eu não sei por que razão ele está ausente hoje.
16143,paraphrase: Eu gostaria de ficar por uma noite.,Gostaria de passar aqui uma noite.
16144,paraphrase: Eu tenho que comprar algumas coisas. Estarei de volta daqui a uma hora.,Preciso ir fazer compras. Voltarei em uma hora.
16145,paraphrase: Eu preciso ir fazer compras. Voltarei após uma hora.,Eu devo ir fazer compras; estarei de volta em uma hora.
16146,"paraphrase: Tenho que ir fazer compras, volto em uma hora.",Tenho que fazer compras. Volto daqui a uma hora.
16147,paraphrase: Ele é muito sexy.,Ele é tão gato!
16148,paraphrase: Ela é tão gata!,Ele é tão gato!
16149,paraphrase: O carnaval no Rio é festejado em fevereiro.,O carnaval do Rio acontece em fevereiro.
16150,paraphrase: O Carnaval do Rio de Janeiro é celebrado em fevereiro.,O carnaval do Rio acontece em fevereiro.
16151,paraphrase: Onde estão as duchas ?,Onde ficam os chuveiros?
16152,paraphrase: Os computadores são aparelhos sem os quais já não podemos viver.,Computadores são mecanismos sem os quais não podemos viver.
16153,"paraphrase: Se você não quer colocar protetor solar, isso é problema seu. Só não me venha reclamar quando você ficar queimado do sol.","Se você não quiser colocar protetor solar, isso é problema seu. Só não venha reclamar para mim quando você ficar com uma queimadura por causa do sol."
16154,paraphrase: Graças a você eu perdi meu apetite.,Você me fez perder o apetite.
16155,paraphrase: Você estragou meu apetite.,Você me fez perder o apetite.
16156,paraphrase: Pare de me pedir um drinque! Vá e pegue um você mesmo.,Pare de ficar me pedindo uma bebida! Vá buscá-la você mesmo.
16157,paraphrase: Odeio essas aranhas; elas sempre estão lá para me enlouquecerem quando estou fazendo uma limpeza.,Odeio aquelas aranhas. Elas estão sempre lá para me assustarem quando estou limpando.
16158,"paraphrase: E aí, cara?","Beleza, mano?"
16159,"paraphrase: Beleza, cara?","E aí, mano?"
16160,paraphrase: Adivinha!,Arrisque uma hipótese!
16161,paraphrase: Dê uma dica.,Dê um chute!
16162,paraphrase: Eu penso que o Tom errou.,Eu acho que Tom está equivocado.
16163,paraphrase: Eu penso que o Tom não tem razão.,Eu acho que Tom está equivocado.
16164,paraphrase: Nós andamos muito.,Nós caminhamos um bocado.
16165,paraphrase: Fecha a droga da porta!,Fecha a maldita porta.
16166,paraphrase: Fecha essa droga de porta!,Fecha a maldita porta.
16167,paraphrase: Fecha essa porcaria de porta!,Fechem essa maldita porta!
16168,paraphrase: A ideia de que uma vida semelhante à nossa poderia existir em outros planetas me fascina.,Acho fascinante a ideia de que poderá existir vida semelhante à nossa em outros planetas.
16169,paraphrase: Não tenho uma boa aparência.,Eu não sou bonito.
16170,paraphrase: Eu não sou bem apessoado.,Eu não sou bonito.
16171,paraphrase: Tenho um compromisso para o qual não quero me atrasar.,Eu tenho um encontro marcado para o qual não me quero atrasar.
16172,paraphrase: Preocupo-me muito com ela.,Preocupo-me muito com elas.
16173,paraphrase: Preocupo-me muito com eles.,Preocupo-me muito com elas.
16174,paraphrase: O menino está tomando água.,O menino está bebendo água.
16175,paraphrase: A casa com o teto verde é a minha.,A casa de telhado verde é minha.
16176,paraphrase: Eles se ajudaram na tarefa de casa.,Se ajudem com o dever de casa.
16177,paraphrase: Você pode me trazer um jornal japonês?,Podes trazer-me um periódico japonês?
16178,paraphrase: Não temos tempo a perder.,O tempo urge.
16179,paraphrase: Não há tempo para perder.,Não vamos desperdiçar o tempo.
16180,paraphrase: Estas câmeras são feitas no Japão.,Estas câmeras fotográficas são fabricadas no Japão.
16181,paraphrase: A namorada dele também estava lá.,O namorado dela também estava lá.
16182,paraphrase: Você deve estudar violino todo dia.,Você deveria praticar violino todos os dias.
16183,paraphrase: Você deve praticar com o violino todo dia.,Você precisaria praticar violino todo dia.
16184,paraphrase: Os cinco irmãos trabalhavam juntos na fazenda.,Cinco irmãs trabalharam juntas na quinta.
16185,"paraphrase: Por favor, você pode me dizer que tipo de serpente é esta?",Com licença; esta fila é para quê?
16186,paraphrase: A foto me traz de volta aos meus tempos de criança.,A fotografia me leva de volta à minha infância.
16187,paraphrase: Duas pessoas podem entrar com este ingresso.,Este bilhete permite a entrada a duas pessoas.
16188,paraphrase: A Mary tem corpo de bailarina.,Mary tem o corpo de uma bailarina.
16189,paraphrase: Dê o livro para quem quer que o queira.,Dê o livro para quem o quiser.
16190,paraphrase: Ele não quis me bater.,Ele me bateu por engano.
16191,paraphrase: Não sou tão grande como ele.,Não sou tão alta como ele.
16192,paraphrase: Não sou tão alto quanto ele.,Não sou tão alta como ele.
16193,paraphrase: Não sou tão alto como ele.,Não sou tão alta quanto ele.
16194,paraphrase: Tom disse boa noite para mim e então foi embora.,Tom me desejou boa noite e foi embora.
16195,paraphrase: Obrigado por existir.,Obrigado por existires.
16196,paraphrase: Este filme é para crianças.,Este filme é adequado para crianças.
16197,paraphrase: Você acha que poderemos chegar lá na hora?,Você acha que chegaremos a tempo?
16198,paraphrase: A garota parece rica.,Ela deve ser rica.
16199,paraphrase: De qual parte do Canadá você é?,De que parte vens do Canadá?
16200,paraphrase: De onde vens do Canadá?,De que zona vens do Canadá?
16201,paraphrase: Tom é bom?,Tom está indo bem?
16202,paraphrase: O Tom é um cara bom?,O Tom está bem?
16203,paraphrase: Tom mostrou a Mary onde pôr as caixas.,Tom mostrou a Mariazinha onde ela deve colocar as caixas.
16204,paraphrase: Eu sonhava em ir para a aula nú.,Eu sonhava em que eu ia para a escola pelado.
16205,paraphrase: Estou em Paris.,Eu fui a Paris.
16206,paraphrase: Eu estive em Paris.,Estive em Paris.
16207,paraphrase: Fui a Paris.,Eu estou em Paris.
16208,paraphrase: Eu estava em Paris.,Eu viajei para Paris.
16209,paraphrase: No sábado eu lhes contarei tudo.,"No sábado, eu lhe contarei tudo."
16210,paraphrase: Onde é o escritório mais próximo da American Express?,Onde fica o escritório da American Express mais próximo?
16211,paraphrase: Ele fixou os olhos em mim.,Ele olhou bem nos meus olhos.
16212,paraphrase: Ela me olhou.,Ele olhou bem nos meus olhos.
16213,paraphrase: Ela olhou para mim.,Ela me olhava nos olhos.
16214,paraphrase: Ele olhou-me nos olhos.,Ele me olhou nos olhos.
16215,paraphrase: Eu consigo me lembrar de quando você era só uma menininha.,Eu ainda me lembro de ti como uma menininha.
16216,paraphrase: Mas o que é que isso é suposto ser?,Mas o que será isso?
16217,paraphrase: Mas o que deve ser isso?,Mas o que será isso?
16218,paraphrase: Ele nunca mostra expressão facial.,Ele é sempre inexpressivo.
16219,paraphrase: Vocês dois estão bem?,Vocês duas estão bem?
16220,paraphrase: Não falo castelhano.,Eu não falo espanhol.
16221,paraphrase: Não falo espanhol.,Eu não falo castelhano.
16222,"paraphrase: Por favor, dê-me uma figura sua.","Me dá uma foto tua, por favor."
16223,paraphrase: Chegou alguém?,Alguém veio?
16224,paraphrase: Eu não quero que você grite.,Eu não quero que vocês gritem.
16225,paraphrase: Use-o com cautela.,Usar com cuidado!
16226,paraphrase: Tom deve estar assustado.,O Tom deve estar aterrorizado.
16227,paraphrase: Não toque nas minhas coisas de novo.,Nunca mais toque nas minhas coisas.
16228,paraphrase: Os meninos dessa idade são difíceis.,Menino dessa idade é difícil.
16229,paraphrase: É fácil somar 5 e 10.,A soma cinco mais dez é fácil.
16230,paraphrase: Tom vive em Boston.,Tom mora em Boston.
16231,paraphrase: O Tom disse que estava ocupado.,Tom disse que tinha coisas para fazer.
16232,paraphrase: Qual é o seu time favorito?,De que grupo tu fazes parte?
16233,paraphrase: A que clube você pertence?,De que grupo tu fazes parte?
16234,paraphrase: Por qual time você torce?,A que associação você pertence?
16235,paraphrase: Em que time você está?,Qual é o teu time?
16236,paraphrase: Sinto muito não tê-lo escrito por tanto tempo.,Sinto muito não ter te escrito durante tanto tempo.
16237,paraphrase: Desperte-me às oito.,Me acorde às oito.
16238,paraphrase: Me acorda às oito.,Me acorde às oito.
16239,paraphrase: O chefe vai ficar bravo comigo.,O chefe vai ficar furioso comigo.
16240,paraphrase: Sou louco por futebol.,Eu adoro futebol.
16241,paraphrase: Eu gosto de jogar futebol.,Eu gosto de futebol.
16242,paraphrase: Diga-me o que queres.,"Diga-me, por favor, o que o senhor deseja."
16243,"paraphrase: Por favor, diga-me o que quer.","Diga-me, por favor, o que o senhor deseja."
16244,paraphrase: Diga-me o que você quer.,Diga a ela o que o senhor quer fazer.
16245,paraphrase: Ouvi que ele está procurando trabalho.,Ouvi dizer que ele estava à procura de trabalho.
16246,paraphrase: Você já comeu teppanyaki?,Vocês já comeram teppanyaki?
16247,paraphrase: Esta palavra possui três sílabas.,Esta palavra tem três sílabas.
16248,paraphrase: A arvorezona não é verde.,A arvorona não está verde.
16249,paraphrase: Eu gosto de dirigir.,Gosto de dirigir.
16250,paraphrase: Eu já sabia disso.,Eu já sabia isso.
16251,paraphrase: Tudo vai acabar logo.,Tudo vai terminar logo.
16252,paraphrase: Tom não voltou para casa.,Tom não veio para casa.
16253,paraphrase: Eu ainda não achei emprego.,Eu ainda não encontrei emprego.
16254,paraphrase: Eu ainda não arrumei emprego.,Eu ainda não encontrei um emprego.
16255,paraphrase: Não teria conseguido fazer isso sem você.,Eu não teria conseguido isso sem você.
16256,paraphrase: Eu não faria isso sem você.,Eu não teria conseguido isso sem você.
16257,paraphrase: Podemos pagar tudo isso?,Nós temos recursos para tudo isso?
16258,paraphrase: A criança machucou-se.,O garoto se feriu.
16259,paraphrase: A criança se machucou.,O garoto se feriu.
16260,paraphrase: Vamos tomar o café da manhã!,Vamos tomar café da manhã.
16261,paraphrase: Tens alguma alergia?,A senhora é alérgica a alguma coisa?
16262,paraphrase: Você tem alguma alergia?,A senhora é alérgica a alguma coisa?
16263,paraphrase: Vocês têm alguma alergia?,Você é alérgico a alguma coisa?
16264,paraphrase: Tom está vindo comigo.,Tom virá comigo.
16265,paraphrase: Leve as chaves ao seu irmão.,Leve as chaves ao teu irmão.
16266,"paraphrase: Nós não precisamos de um novo idioma auxiliar, o idioma inglês já cumpre esse papel.","Não precisamos de nova língua auxiliar, a língua inglesa já desempenha esse papel."
16267,paraphrase: Ele trabalhou duro para alcançar seus objetivos.,Ele trabalhou duro para alcançar os objetivos dele.
16268,paraphrase: Que foto tão bonita!,Que foto mais fixe!
16269,paraphrase: Eu ia lhe perguntar a mesma coisa.,Eu ia lhe fazer a mesma pergunta.
16270,paraphrase: Eu gosto de estar com você.,Gosto de estar contigo.
16271,paraphrase: Eu gosto de ficar com você.,Gosto de estar contigo.
16272,paraphrase: Poucas pessoas falam a minha língua.,Poucas pessoas falam o meu idioma.
16273,paraphrase: Tom não podia suportar a dor.,Tom não conseguia suportar a dor.
16274,paraphrase: Não é bom espalhar boatos falsos.,Não é bom espalhar falsos boatos.
16275,"paraphrase: Primeiro, você deve parar de fumar.","Para começar, tens que deixar de fumar."
16276,paraphrase: A rapariga deixou escapar o pássaro.,A menina soltou o pássaro.
16277,paraphrase: A menina deixou o pássaro ir embora.,A menina soltou o pássaro.
16278,paraphrase: Somos praticamente da mesma família.,Somos como que uma família.
16279,paraphrase: Nós somos praticamente uma família.,Somos como que uma família.
16280,"paraphrase: Isto é uma piada, certo?","Isso é brincadeira, né?"
16281,paraphrase: Me pergunto o que seria aquele ponto verde lá longe.,Gostaria de saber o que é aquela mancha verde ao longe.
16282,paraphrase: Nós podemos manter um outro carro?,Dá para comprarmos um carro novo?
16283,paraphrase: Nós podemos comprar um novo carro?,Dá para comprarmos um carro novo?
16284,paraphrase: Como você ousa falar isso?,Como ousais dizer isso?
16285,paraphrase: Como você tem a audácia de dizer isso?,Como ousam dizer isso?
16286,paraphrase: Como ousas dizer isso?,Como você ousa dizer isso?
16287,paraphrase: Aquele cientista escreveu um monte de textos científicos.,Esse cientista escreveu muitos textos científicos.
16288,"paraphrase: Quando você esteve fora, Pedro chegou.",Pedro veio quando você estava ausente.
16289,paraphrase: Como foi seu voo?,Como foi o voo?
16290,paraphrase: Eu farei tudo o que me for possível para te ajudar.,Eu farei tudo o que puder para ajudá-los.
16291,paraphrase: Farei tudo o que puder para ajudá-lo.,Eu farei tudo o que puder para ajudá-los.
16292,paraphrase: Você está escovando seus dentes direito?,Você está escovando os dentes direito?
16293,paraphrase: Você tem escovado seus dentes adequadamente?,Você está escovando os dentes direito?
16294,paraphrase: Não fale sobre isso.,Não falem sobre isso.
16295,paraphrase: Tom levou os filhos ao parque.,Tom levou seus filhos para o parque.
16296,paraphrase: Eu farei um terno novo para você.,Vou te fazer um novo conjunto.
16297,paraphrase: Isso também não é laranja.,"Aquilo não é uma laranja, também."
16298,paraphrase: Invejo a sorte dele.,Invejo a sorte dela.
16299,paraphrase: Algumas pessoas não gostam de acordar cedo de manhã.,Há pessoas que não gostam de ir dormir cedo.
16300,paraphrase: Adicione três colheres de sopa de vinho branco.,Adicione três colheradas de vinho branco.
16301,paraphrase: Ele é meu melhor amigo.,Ela é a minha melhor amiga.
16302,paraphrase: Ele é o meu melhor amigo.,Ela é a minha melhor amiga.
16303,paraphrase: Tom é atleta.,Tom é um atleta.
16304,paraphrase: Algumas pessoas são malignas.,Algumas pessoas são más.
16305,paraphrase: Seja sempre cauteloso!,Seja sempre prudente!
16306,paraphrase: Alguém tem que fazê-lo.,Alguém tem que fazer isso.
16307,paraphrase: Alguém deve fazê-lo.,Alguém tem que fazer isso.
16308,paraphrase: Que percepção!,Que clarividência!
16309,paraphrase: Não confunda o açúcar com o sal.,Não misture açúcar com sal.
16310,paraphrase: Eu nunca usei drogas.,Nunca usei drogas.
16311,paraphrase: Esta tarefa pode ser realizada sem esforço.,Esta tarefa pode realizar-se sem esforço.
16312,paraphrase: Eu não trabalho mais para você.,Não estou trabalhando mais para ele.
16313,paraphrase: Não se preocupe; estamos bem.,Não se preocupem; estamos bem.
16314,paraphrase: Nós não temos isso.,Não temos essa.
16315,paraphrase: Nós não temos.,Não temos essa.
16316,paraphrase: Nós não temos esse.,Não temos esse.
16317,paraphrase: Nós não temos essa.,Não temos.
16318,paraphrase: Não o perca.,Não percam isso.
16319,paraphrase: Não o percas.,Não o percam.
16320,paraphrase: Eu quero um Toyota.,Eu gostaria de ter um Toyota.
16321,paraphrase: Ela ficou maluca?,Ele ficou louco?
16322,paraphrase: Ela ficou louca?,Ele ficou maluco?
16323,paraphrase: O Tom precisa dormir agora.,O Tom precisa ir dormir agora.
16324,paraphrase: Você poderia me passar isso?,Podes-me chegar isso?
16325,paraphrase: Podes-me passar isso?,Podes-me chegar isso?
16326,paraphrase: Eu acho que o Tom está infeliz.,Eu acho que Tom está triste.
16327,paraphrase: Onde é o hospital?,Onde fica o hospital?
16328,paraphrase: Alguém podia se machucar.,Alguém podia ter se machucado.
16329,paraphrase: A voz dela me deixou com os nervos a flor da pele.,A voz dela me irrita.
16330,paraphrase: O esperanto tem somente um artigo definido e não tem nenhum artigo indefinido.,"Em esperanto não há nenhum artigo indefinido, só um definido."
16331,"paraphrase: Em esperanto não há artigo indefinido, mas somente um artigo definido.","Em esperanto não há nenhum artigo indefinido, só um definido."
16332,paraphrase: Tom já saiu?,O Tom já foi?
16333,paraphrase: As uvas estão madurando.,As uvas estão ficando maduras.
16334,paraphrase: Você tem que fazer isso?,Você tem de fazer isso?
16335,paraphrase: Você é obrigado a fazer isso?,Vocês são obrigadas a fazer isso?
